name,id,texture,count,quality,canUse,level,levelColHeader,minBid,minIncrement,buyoutPrice,bidAmount,highBidder,bidderFullName,owner,ownerFullName,saleStatus
1445,1445,135038,1,-1,false,854894080,9031,0,9506,0,false,0
1445,1445,135038,1,-1,false,854894080,9032,0,9507,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,22800,0,24000,0,false,0
Bronze Bar,2841,133227,20,1,true,1,REQ_LEVEL_ABBR,161500,0,161500,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,23475,0,23500,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,20,1,true,1,REQ_LEVEL_ABBR,20,1,194500,20,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,22800,0,24000,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,22800,0,24000,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,22800,0,24000,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,1,1,true,1,REQ_LEVEL_ABBR,4601,0,4875,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,23475,0,23500,0,false,0
Bronze Bar,2841,133227,20,1,true,1,REQ_LEVEL_ABBR,161500,0,161500,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,23475,0,23500,0,false,0
Bronze Bar,2841,133227,14,1,true,1,REQ_LEVEL_ABBR,101000,0,101000,0,false,0
Bronze Bar,2841,133227,20,1,true,1,REQ_LEVEL_ABBR,161500,0,161500,0,false,0
Bronze Bar,2841,133227,20,1,true,1,REQ_LEVEL_ABBR,20,1,194500,20,false,0
Bronze Bar,2841,133227,20,1,true,1,REQ_LEVEL_ABBR,20,1,194500,20,false,0
Bronze Bar,2841,133227,20,1,true,1,REQ_LEVEL_ABBR,20,1,194500,20,false,0
Bronze Bar,2841,133227,20,1,true,1,REQ_LEVEL_ABBR,61500,0,69999,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,22800,0,24000,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,6,1,true,1,REQ_LEVEL_ABBR,57050,0,57500,0,false,0
Bronze Bar,2841,133227,20,1,true,1,REQ_LEVEL_ABBR,161500,0,161500,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,2,1,true,1,REQ_LEVEL_ABBR,10150,0,11500,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,26444,0,27835,0,false,0
Bronze Bar,2841,133227,20,1,true,1,REQ_LEVEL_ABBR,161500,0,161500,0,false,0
Bronze Bar,2841,133227,20,1,true,1,REQ_LEVEL_ABBR,161500,0,161500,0,false,0
Bronze Bar,2841,133227,20,1,true,1,REQ_LEVEL_ABBR,161500,0,161500,0,false,0
Bronze Bar,2841,133227,20,1,true,1,REQ_LEVEL_ABBR,67906,0,71480,0,false,0
Bronze Bar,2841,133227,20,1,true,1,REQ_LEVEL_ABBR,67906,0,71480,0,false,0
Bronze Bar,2841,133227,10,1,true,1,REQ_LEVEL_ABBR,33953,0,35740,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,23475,0,23500,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,5,0,17053,0,false,0
Bronze Bar,2841,133227,5,1,true,1,REQ_LEVEL_ABBR,5,0,17053,0,false,0
Bronze Bar,2841,133227,20,1,true,1,REQ_LEVEL_ABBR,64790,0,68200,0,false,0
Bronze Bar,2841,133227,20,1,true,1,REQ_LEVEL_ABBR,64790,0,68200,0,false,0
Bronze Bar,2841,133227,20,1,true,1,REQ_LEVEL_ABBR,64790,0,68200,0,false,0
Bronze Bar,2841,133227,20,1,true,1,REQ_LEVEL_ABBR,64790,0,68200,0,false,0
Bronze Bar,2841,133227,10,1,true,1,REQ_LEVEL_ABBR,32395,0,34100,0,false,0
Bronze Bar,2841,133227,20,1,true,1,REQ_LEVEL_ABBR,67906,0,71480,0,false,0
Bronze Bar,2841,133227,8,1,true,1,REQ_LEVEL_ABBR,27163,0,28592,0,false,0
Bronze Bar,2841,133227,15,1,true,1,REQ_LEVEL_ABBR,48579,0,51135,0,false,0
Bronze Bar,2841,133227,4,1,true,1,REQ_LEVEL_ABBR,4,0,13296,0,false,0
Bronze Bar,2841,133227,7,1,true,1,REQ_LEVEL_ABBR,23261,0,23261,0,false,0
Bronze Bar,2841,133227,20,1,true,1,REQ_LEVEL_ABBR,51500,0,60000,0,false,0
Glyph of Shadow Bolt,42467,254296,1,1,false,15,REQ_LEVEL_ABBR,933,0,982,0,false,0
Glyph of Shadow Bolt,42467,254296,1,1,false,15,REQ_LEVEL_ABBR,934,0,983,0,false,0
Glyph of Shadow Bolt,42467,254296,1,1,false,15,REQ_LEVEL_ABBR,975,0,27110101,0,false,0
Glyph of Shadow Bolt,42467,254296,1,1,false,15,REQ_LEVEL_ABBR,1316,0,1316,0,false,0
Glyph of Shadow Bolt,42467,254296,1,1,false,15,REQ_LEVEL_ABBR,932,0,981,0,false,0
Glyph of Shadow Bolt,42467,254296,1,1,false,15,REQ_LEVEL_ABBR,932,0,981,0,false,0
33408,33408,132962,1,-1,false,854894080,19000,0,20000,0,false,0
Perfect Resolute Huge Citrine,41498,237202,1,2,true,1,REQ_LEVEL_ABBR,189997,0,199996,0,false,0
Perfect Resolute Huge Citrine,41498,237202,1,2,true,1,REQ_LEVEL_ABBR,129997,0,199995,0,false,0
Perfect Resolute Huge Citrine,41498,237202,1,2,true,1,REQ_LEVEL_ABBR,129997,0,199995,0,false,0
Perfect Resolute Huge Citrine,41498,237202,1,2,true,1,REQ_LEVEL_ABBR,129997,0,199995,0,false,0
Perfect Resolute Huge Citrine,41498,237202,1,2,true,1,REQ_LEVEL_ABBR,129997,0,199995,0,false,0
Naga Scale,7072,134303,3,1,true,1,REQ_LEVEL_ABBR,975,0,1020,0,false,0
Naga Scale,7072,134303,1,1,true,1,REQ_LEVEL_ABBR,338,0,338,0,false,0
Naga Scale,7072,134303,1,1,true,1,REQ_LEVEL_ABBR,338,0,354,0,false,0
Naga Scale,7072,134303,1,1,true,1,REQ_LEVEL_ABBR,338,0,338,0,false,0
Naga Scale,7072,134303,10,1,true,1,REQ_LEVEL_ABBR,3242,0,3462,0,false,0
Naga Scale,7072,134303,1,1,true,1,REQ_LEVEL_ABBR,338,0,338,0,false,0
Naga Scale,7072,134303,2,1,true,1,REQ_LEVEL_ABBR,654,0,688,0,false,0
Naga Scale,7072,134303,2,1,true,1,REQ_LEVEL_ABBR,656,0,690,0,false,0
Naga Scale,7072,134303,10,1,true,1,REQ_LEVEL_ABBR,3221,0,3390,0,false,0
Naga Scale,7072,134303,1,1,true,1,REQ_LEVEL_ABBR,338,0,338,0,false,0
Naga Scale,7072,134303,1,1,true,1,REQ_LEVEL_ABBR,338,0,338,0,false,0
Naga Scale,7072,134303,10,1,true,1,REQ_LEVEL_ABBR,3221,0,3390,0,false,0
Shoveltusk Soup,34125,134019,20,1,false,70,REQ_LEVEL_ABBR,30000,0,30000,0,false,0
Shoveltusk Soup,34125,134019,2,1,false,70,REQ_LEVEL_ABBR,3544,0,3578,0,false,0
Shoveltusk Soup,34125,134019,2,1,false,70,REQ_LEVEL_ABBR,3544,0,3578,0,false,0
Shoveltusk Soup,34125,134019,2,1,false,70,REQ_LEVEL_ABBR,3544,0,3578,0,false,0
Shoveltusk Soup,34125,134019,2,1,false,70,REQ_LEVEL_ABBR,3544,0,3578,0,false,0
Shoveltusk Soup,34125,134019,1,1,false,70,REQ_LEVEL_ABBR,1772,0,1789,0,false,0
Shoveltusk Soup,34125,134019,2,1,false,70,REQ_LEVEL_ABBR,3544,0,3578,0,false,0
Shoveltusk Soup,34125,134019,2,1,false,70,REQ_LEVEL_ABBR,3544,0,3578,0,false,0
Shoveltusk Soup,34125,134019,2,1,false,70,REQ_LEVEL_ABBR,3544,0,3578,0,false,0
Shoveltusk Soup,34125,134019,2,1,false,70,REQ_LEVEL_ABBR,3544,0,3578,0,false,0
Shoveltusk Soup,34125,134019,2,1,false,70,REQ_LEVEL_ABBR,3544,0,3578,0,false,0
Shoveltusk Soup,34125,134019,2,1,false,70,REQ_LEVEL_ABBR,2967,0,2996,0,false,0
Shoveltusk Soup,34125,134019,2,1,false,70,REQ_LEVEL_ABBR,2967,0,2996,0,false,0
Shoveltusk Soup,34125,134019,2,1,false,70,REQ_LEVEL_ABBR,2967,0,2996,0,false,0
Shoveltusk Soup,34125,134019,2,1,false,70,REQ_LEVEL_ABBR,2967,0,2996,0,false,0
Shoveltusk Soup,34125,134019,2,1,false,70,REQ_LEVEL_ABBR,2967,0,2996,0,false,0
Shoveltusk Soup,34125,134019,2,1,false,70,REQ_LEVEL_ABBR,2967,0,2996,0,false,0
Shoveltusk Soup,34125,134019,2,1,false,70,REQ_LEVEL_ABBR,2967,0,2996,0,false,0
Shoveltusk Soup,34125,134019,2,1,false,70,REQ_LEVEL_ABBR,2967,0,2996,0,false,0
Shoveltusk Soup,34125,134019,2,1,false,70,REQ_LEVEL_ABBR,2967,0,2996,0,false,0
25298,25298,135650,1,-1,false,854894080,89000,0,98888,0,false,0
42915,42915,254290,1,-1,false,854894080,102114,0,107488,0,false,0
42915,42915,254290,1,-1,false,854894080,102117,0,107491,0,false,0
42915,42915,254290,1,-1,false,854894080,102120,0,107494,0,false,0
42915,42915,254290,1,-1,false,854894080,102120,0,107494,0,false,0
42915,42915,254290,1,-1,false,854894080,102120,0,107494,0,false,0
42915,42915,254290,1,-1,false,854894080,102120,0,107494,0,false,0
42915,42915,254290,1,-1,false,854894080,102114,0,107488,0,false,0
42915,42915,254290,1,-1,false,854894080,102114,0,107488,0,false,0
42915,42915,254290,1,-1,false,854894080,102114,0,107488,0,false,0
42915,42915,254290,1,-1,false,854894080,102114,0,107488,0,false,0
42915,42915,254290,1,-1,false,854894080,102114,0,107488,0,false,0
42915,42915,254290,1,-1,false,854894080,102114,0,107488,0,false,0
42915,42915,254290,1,-1,false,854894080,102117,0,107491,0,false,0
42915,42915,254290,1,-1,false,854894080,102114,0,107488,0,false,0
42915,42915,254290,1,-1,false,854894080,102114,0,107488,0,false,0
42915,42915,254290,1,-1,false,854894080,102114,0,107488,0,false,0
42915,42915,254290,1,-1,false,854894080,102120,0,107494,0,false,0
42915,42915,254290,1,-1,false,854894080,102114,0,107488,0,false,0
42915,42915,254290,1,-1,false,854894080,102117,0,107491,0,false,0
42915,42915,254290,1,-1,false,854894080,102116,0,107490,0,false,0
42915,42915,254290,1,-1,false,854894080,102120,0,107494,0,false,0
42915,42915,254290,1,-1,false,854894080,102114,0,107488,0,false,0
42915,42915,254290,1,-1,false,854894080,102114,0,107488,0,false,0
42915,42915,254290,1,-1,false,854894080,102120,0,107494,0,false,0
42915,42915,254290,1,-1,false,854894080,102120,0,107494,0,false,0
42915,42915,254290,1,-1,false,854894080,102114,0,107488,0,false,0
18656,18656,134939,1,-1,false,854894080,255416,0,255416,0,false,0
18656,18656,134939,1,-1,false,854894080,148417,0,255415,0,false,0
18656,18656,134939,1,-1,false,854894080,242644,0,255414,0,false,0
Copper Chain Belt,2851,132491,1,1,false,6,REQ_LEVEL_ABBR,2375,0,2500,0,false,0
Copper Chain Belt,2851,132491,1,1,false,6,REQ_LEVEL_ABBR,2375,0,2500,0,false,0
Copper Chain Belt,2851,132491,1,1,false,6,REQ_LEVEL_ABBR,2375,0,2500,0,false,0
Copper Chain Belt,2851,132491,1,1,false,6,REQ_LEVEL_ABBR,100,0,2500,0,false,0
Copper Chain Belt,2851,132491,1,1,false,6,REQ_LEVEL_ABBR,100,0,2500,0,false,0
18300,18300,132801,6,-1,false,854894080,189662,0,199644,0,false,0
Frostsavage Gloves,41516,132940,1,3,false,78,REQ_LEVEL_ABBR,666896,0,701995,0,false,0
Frostsavage Gloves,41516,132940,1,3,false,78,REQ_LEVEL_ABBR,666893,0,701992,0,false,0
Frostsavage Gloves,41516,132940,1,3,false,78,REQ_LEVEL_ABBR,701991,0,701991,0,false,0
Barbed Club of Shadow Wrath,15222,133045,1,2,false,14,REQ_LEVEL_ABBR,8163,0,8592,0,false,0
Barbarian War Axe of the Wolf,3201,132408,1,2,false,23,REQ_LEVEL_ABBR,28500,0,30000,0,false,0
Lesser Healing Potion,858,134830,1,1,true,3,REQ_LEVEL_ABBR,148,0,155,0,false,0
Lesser Healing Potion,858,134830,3,1,true,3,REQ_LEVEL_ABBR,432,0,432,0,false,0
Lesser Healing Potion,858,134830,1,1,true,3,REQ_LEVEL_ABBR,854,0,889,0,false,0
Lesser Healing Potion,858,134830,3,1,true,3,REQ_LEVEL_ABBR,417,0,438,0,false,0
Lesser Healing Potion,858,134830,8,1,true,3,REQ_LEVEL_ABBR,600,0,1000,0,false,0
Lesser Healing Potion,858,134830,3,1,true,3,REQ_LEVEL_ABBR,354,0,372,0,false,0
Lesser Healing Potion,858,134830,1,1,true,3,REQ_LEVEL_ABBR,175,0,300,0,false,0
Lesser Healing Potion,858,134830,1,1,true,3,REQ_LEVEL_ABBR,854,0,889,0,false,0
Lesser Healing Potion,858,134830,4,1,true,3,REQ_LEVEL_ABBR,439,0,585,0,false,0
Lesser Healing Potion,858,134830,1,1,true,3,REQ_LEVEL_ABBR,854,0,889,0,false,0
Lesser Healing Potion,858,134830,3,1,true,3,REQ_LEVEL_ABBR,225,0,375,0,false,0
Lesser Healing Potion,858,134830,1,1,true,3,REQ_LEVEL_ABBR,138,0,145,0,false,0
Lesser Healing Potion,858,134830,1,1,true,3,REQ_LEVEL_ABBR,75,0,125,0,false,0
Lesser Healing Potion,858,134830,3,1,true,3,REQ_LEVEL_ABBR,220,0,363,0,false,0
Raider's Belt of Power,9788,132500,1,2,false,13,REQ_LEVEL_ABBR,5000,0,7000,0,false,0
41384,41384,237253,1,-1,false,854894080,22430405,0,22430405,0,false,0
13000,13000,135160,1,-1,false,854894080,484498,0,509997,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,6170,0,6494,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,20134,0,20134,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,5550,0,6500,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,20134,0,20134,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,6170,0,6494,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,6170,0,6494,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,6170,0,6494,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,6170,0,6494,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,6170,0,6494,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,6170,0,6494,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,18834,0,18834,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,6175,0,6499,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,5550,0,6500,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,4454,0,27110101,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,20134,0,20134,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,6171,0,6495,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,6171,0,6495,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,6171,0,6495,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,6170,0,6494,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,6171,0,6495,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,6171,0,6495,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,6171,0,6495,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,6171,0,6495,0,false,0
Glyph of the Ghoul,43549,254288,1,1,false,55,REQ_LEVEL_ABBR,6171,0,6495,0,false,0
Runecloth Belt,13856,132504,1,2,false,46,REQ_LEVEL_ABBR,16150,0,17000,0,false,0
Runecloth Belt,13856,132504,1,2,false,46,REQ_LEVEL_ABBR,16150,0,17000,0,false,0
Runecloth Belt,13856,132504,1,2,false,46,REQ_LEVEL_ABBR,16150,0,17000,0,false,0
Runecloth Belt,13856,132504,1,2,false,46,REQ_LEVEL_ABBR,16150,0,17000,0,false,0
Runecloth Belt,13856,132504,1,2,false,46,REQ_LEVEL_ABBR,16150,0,17000,0,false,0
Runecloth Belt,13856,132504,1,2,false,46,REQ_LEVEL_ABBR,16150,0,17000,0,false,0
Runecloth Belt,13856,132504,1,2,false,46,REQ_LEVEL_ABBR,16150,0,17000,0,false,0
Runecloth Belt,13856,132504,1,2,false,46,REQ_LEVEL_ABBR,16150,0,17000,0,false,0
Runecloth Belt,13856,132504,1,2,false,46,REQ_LEVEL_ABBR,16150,0,17000,0,false,0
40668,40668,134991,1,-1,false,854894080,85500,0,89999,0,false,0
40668,40668,134991,1,-1,false,854894080,85500,0,89999,0,false,0
40668,40668,134991,1,-1,false,854894080,85500,0,89999,0,false,0
Ace of Portals,19276,134492,1,3,true,1,REQ_LEVEL_ABBR,7010915,0,7379910,0,false,0
Ace of Portals,19276,134492,1,3,true,1,REQ_LEVEL_ABBR,7379913,0,7379913,0,false,0
Ace of Portals,19276,134492,1,3,true,1,REQ_LEVEL_ABBR,5008750,0,6755555,0,false,0
Ace of Portals,19276,134492,1,3,true,1,REQ_LEVEL_ABBR,6755554,0,6755554,0,false,0
Glyph of Divine Storm,45743,254292,1,1,false,60,REQ_LEVEL_ABBR,70752,0,74475,0,false,0
Glyph of Divine Storm,45743,254292,1,1,false,60,REQ_LEVEL_ABBR,71972,0,71972,0,false,0
Glyph of Divine Storm,45743,254292,1,1,false,60,REQ_LEVEL_ABBR,71972,0,71972,0,false,0
Glyph of Divine Storm,45743,254292,1,1,false,60,REQ_LEVEL_ABBR,70754,0,74477,0,false,0
Glyph of Divine Storm,45743,254292,1,1,false,60,REQ_LEVEL_ABBR,71974,0,71974,0,false,0
Glyph of Divine Storm,45743,254292,1,1,false,60,REQ_LEVEL_ABBR,71974,0,71974,0,false,0
Glyph of Divine Storm,45743,254292,1,1,false,60,REQ_LEVEL_ABBR,71974,0,71974,0,false,0
Glyph of Divine Storm,45743,254292,1,1,false,60,REQ_LEVEL_ABBR,71975,0,71975,0,false,0
Glyph of Divine Storm,45743,254292,1,1,false,60,REQ_LEVEL_ABBR,71972,0,71972,0,false,0
Glyph of Divine Storm,45743,254292,1,1,false,60,REQ_LEVEL_ABBR,71974,0,71974,0,false,0
Glyph of Divine Storm,45743,254292,1,1,false,60,REQ_LEVEL_ABBR,70752,0,74475,0,false,0
Glyph of Divine Storm,45743,254292,1,1,false,60,REQ_LEVEL_ABBR,70752,0,74475,0,false,0
Glyph of Divine Storm,45743,254292,1,1,false,60,REQ_LEVEL_ABBR,71972,0,71972,0,false,0
Glyph of Divine Storm,45743,254292,1,1,false,60,REQ_LEVEL_ABBR,71974,0,71974,0,false,0
Glyph of Divine Storm,45743,254292,1,1,false,60,REQ_LEVEL_ABBR,71972,0,71972,0,false,0
Glyph of Divine Storm,45743,254292,1,1,false,60,REQ_LEVEL_ABBR,71971,0,71971,0,false,0
Glyph of Divine Storm,45743,254292,1,1,false,60,REQ_LEVEL_ABBR,71971,0,71971,0,false,0
Daggercap Gloves of Spirit,36070,132939,1,2,false,67,REQ_LEVEL_ABBR,31648,0,75000,0,false,0
10644,10644,134939,1,-1,false,854894080,10260,0,10799,0,false,0
Stinging Bow,10624,135496,1,3,false,42,REQ_LEVEL_ABBR,617500,0,650000,0,false,0
13011,13011,132511,1,-1,false,854894080,771546,0,990000,0,false,0
Mithril Ore,3858,134576,1,1,true,1,REQ_LEVEL_ABBR,30375,0,32500,0,false,0
Mithril Ore,3858,134576,1,1,true,1,REQ_LEVEL_ABBR,30375,0,32500,0,false,0
Mithril Ore,3858,134576,1,1,true,1,REQ_LEVEL_ABBR,47487,0,76000,0,false,0
Mithril Ore,3858,134576,20,1,true,1,REQ_LEVEL_ABBR,20,1,813400,20,false,0
Mithril Ore,3858,134576,20,1,true,1,REQ_LEVEL_ABBR,20,1,813400,20,false,0
Mithril Ore,3858,134576,20,1,true,1,REQ_LEVEL_ABBR,617500,0,650000,0,false,0
Mithril Ore,3858,134576,20,1,true,1,REQ_LEVEL_ABBR,617500,0,650000,0,false,0
Mithril Ore,3858,134576,1,1,true,1,REQ_LEVEL_ABBR,30375,0,32500,0,false,0
Mithril Ore,3858,134576,1,1,true,1,REQ_LEVEL_ABBR,30375,0,32500,0,false,0
Mithril Ore,3858,134576,1,1,true,1,REQ_LEVEL_ABBR,30375,0,32500,0,false,0
Mithril Ore,3858,134576,1,1,true,1,REQ_LEVEL_ABBR,30375,0,32500,0,false,0
Mithril Ore,3858,134576,20,1,true,1,REQ_LEVEL_ABBR,617500,0,650000,0,false,0
Mithril Ore,3858,134576,20,1,true,1,REQ_LEVEL_ABBR,617500,0,650000,0,false,0
Mithril Ore,3858,134576,20,1,true,1,REQ_LEVEL_ABBR,617500,0,650000,0,false,0
Mithril Ore,3858,134576,1,1,true,1,REQ_LEVEL_ABBR,30375,0,32500,0,false,0
Mithril Ore,3858,134576,20,1,true,1,REQ_LEVEL_ABBR,594000,0,27110100,0,false,0
Mithril Ore,3858,134576,20,1,true,1,REQ_LEVEL_ABBR,20,0,808180,0,false,0
Mithril Ore,3858,134576,1,1,true,1,REQ_LEVEL_ABBR,30375,0,32500,0,false,0
Mithril Ore,3858,134576,20,1,true,1,REQ_LEVEL_ABBR,617500,0,650000,0,false,0
Mithril Ore,3858,134576,20,1,true,1,REQ_LEVEL_ABBR,617500,0,650000,0,false,0
Mithril Ore,3858,134576,20,1,true,1,REQ_LEVEL_ABBR,20,1,813400,20,false,0
Mithril Ore,3858,134576,20,1,true,1,REQ_LEVEL_ABBR,617500,0,650000,0,false,0
Mithril Ore,3858,134576,20,1,true,1,REQ_LEVEL_ABBR,617500,0,650000,0,false,0
Mithril Ore,3858,134576,20,1,true,1,REQ_LEVEL_ABBR,617500,0,650000,0,false,0
Mithril Ore,3858,134576,1,1,true,1,REQ_LEVEL_ABBR,30375,0,32500,0,false,0
Mithril Ore,3858,134576,20,1,true,1,REQ_LEVEL_ABBR,20,1,813400,20,false,0
Mithril Ore,3858,134576,20,1,true,1,REQ_LEVEL_ABBR,20,1,813400,20,false,0
